id,value,min,max
Km0118_0957,0.1,0.02,0.5
Km1212_0957,0.1,0.02,0.5
Km1035_0957,0.1,0.02,0.5
Km1207_0957,0.1,0.02,0.5
Vmax_0958,11.1138,2.22277,55.5692
Keq_0958,0.114117,0.0228235,0.570587
Km0434_0958,4.29,0.858,21.45
Km0445_0958,0.1,0.02,0.5
Km1399_0958,0.527,0.1054,2.635
Km0394_0958,1.29,0.258,6.45
Km1271_0958,0.1,0.02,0.5
Km1322_0958,0.1,0.02,0.5
Vmax_0959,45.783,9.1566,228.915
Keq_0959,0.0675522,0.0135104,0.337761
Km1399_0959,0.527,0.1054,2.635
Km0359_0959,0.178,0.0356,0.89
Km0456_0959,0.1,0.02,0.5
Vmax_0961,12.4821,2.49642,62.4104
Keq_0961,0.0219355,0.0043871,0.109677
Km0529_0961,0.1,0.02,0.5
Km1198_0961,1.5,0.3,7.5
Km1399_0961,0.527,0.1054,2.635
Km0373_0961,0.1,0.02,0.5
Km0456_0961,0.1,0.02,0.5
Km1203_0961,0.0867,0.01734,0.4335
Vmax_0962,39.6191,7.92381,198.095
Keq_0962,22.9096,4.58191,114.548
Km0394_0962,1.29,0.258,6.45
Km1360_0962,0.153,0.0306,0.765
Km0434_0962,4.29,0.858,21.45
Km1399_0962,0.527,0.1054,2.635
Vmax_0967,0.00484711,0.000969421,0.0242355
Keq_0967,2,0.4,10
Km0158_0967,0.1,0.02,0.5
Km0314_0967,0.1,0.02,0.5
Km0328_0967,0.1,0.02,0.5
Km1322_0967,0.1,0.02,0.5
Vmax_0968,0.00242355,0.000484711,0.0121178
Keq_0968,2,0.4,10
Km0328_0968,0.1,0.02,0.5
Km0314_0968,0.1,0.02,0.5
Km1405_0968,0.1,0.02,0.5
Vmax_0970,0.00448357,0.000896715,0.0224179
Keq_0970,0.0815851,0.016317,0.407925
Km0434_0970,4.29,0.858,21.45
Km1616_0970,0.1,0.02,0.5
Km0586_0970,0.175,0.035,0.875
Km1620_0970,0.1,0.02,0.5
Vmax_0973,0.0129391,0.00258782,0.0646954
Keq_0973,0.308166,0.0616333,1.54083
Km1559_0973,0.649,0.1298,3.245
Km1616_0973,0.1,0.02,0.5
Km0656_0973,0.1,0.02,0.5
Km1620_0973,0.1,0.02,0.5
Vmax_0974,0.00518371,0.00103674,0.0259186
Keq_0974,0.155039,0.0310078,0.775194
Km0394_0974,1.29,0.258,6.45
Km1616_0974,0.1,0.02,0.5
Km0582_0974,0.1,0.02,0.5
Km1620_0974,0.1,0.02,0.5
Vmax_0976,0.0032718,0.000654359,0.016359
Keq_0976,2,0.4,10
Km0467_0976,0.1,0.02,0.5
Km1616_0976,0.1,0.02,0.5
Km0587_0976,0.1,0.02,0.5
Km1620_0976,0.1,0.02,0.5
Vmax_0978,0.00654359,0.00130872,0.032718
Keq_0978,2,0.4,10
Km0739_0978,0.1,0.02,0.5
Km1616_0978,0.1,0.02,0.5
Km0613_0978,0.1,0.02,0.5
Km1620_0978,0.1,0.02,0.5
Vmax_0982,2.42001,0.484003,12.1001
Keq_0982,2,0.4,10
Km0577_0982,0.1,0.02,0.5
Km1408_0982,0.1,0.02,0.5
Vmax_0984,3.48817,0.697634,17.4408
Keq_0984,2,0.4,10
Km0577_0984,0.1,0.02,0.5
Km0581_0984,0.1,0.02,0.5
Vmax_0986,0.0181686,0.00363371,0.0908429
Keq_0986,2,0.4,10
Km1416_0986,0.1,0.02,0.5
Km1569_0986,0.1,0.02,0.5
Km0700_0986,0.1,0.02,0.5
Km1413_0986,0.1,0.02,0.5
Vmax_0988,1.01135,0.202271,5.05676
Keq_0988,0.02023,0.004046,0.10115
Km1038_0988,0.1,0.02,0.5
Km1198_0988,1.5,0.3,7.5
Km0180_0988,0.175,0.035,0.875
Km1025_0988,0.1,0.02,0.5
Km1203_0988,0.0867,0.01734,0.4335
Vmax_0989,1.01135,0.202271,5.05676
Keq_0989,6.71141,1.34228,33.557
Km0959_0989,0.1,0.02,0.5
Km0991_0989,0.298,0.0596,1.49
Km1212_0989,0.1,0.02,0.5
Km1038_0989,0.1,0.02,0.5
Km1207_0989,0.1,0.02,0.5
Vmax_0990,3.13618,0.627236,15.6809
Keq_0990,0.58,0.116,2.9
Km1426_0990,0.1,0.02,0.5
Km0551_0990,0.1,0.02,0.5
Km0629_0990,0.29,0.058,1.45
Vmax_0992,0.0577614,0.0115523,0.288807
Keq_0992,1,0.2,5
Km0373_0992,0.1,0.02,0.5
Km1039_0992,0.2,0.04,1
Km0529_0992,0.1,0.02,0.5
Km1234_0992,0.1,0.02,0.5
Vmax_0993,0.00227925,0.000455849,0.0113962
Keq_0993,0.1,0.02,0.5
Km1039_0993,0.2,0.04,1
Km1302_0993,0.1,0.02,0.5
Km0231_0993,0.1,0.02,0.5
Km0456_0993,0.1,0.02,0.5
Km0529_0993,0.1,0.02,0.5
Vmax_0996,0.642242,0.128448,3.21121
Keq_0996,2,0.4,10
Km0211_0996,0.1,0.02,0.5
Km1212_0996,0.1,0.02,0.5
Km1207_0996,0.1,0.02,0.5
Km1429_0996,0.1,0.02,0.5
Vmax_0997,0.642242,0.128448,3.21121
Keq_0997,0.601399,0.12028,3.00699
Km0434_0997,4.29,0.858,21.45
Km1429_0997,0.1,0.02,0.5
Km0261_0997,0.1,0.02,0.5
Km0394_0997,1.29,0.258,6.45
Vmax_1010,0.0144932,0.00289865,0.0724662
Keq_1010,346.021,69.2042,1730.1
Km1203_1010,0.0867,0.01734,0.4335
Km1275_1010,0.1,0.02,0.5
Km1447_1010,0.1,0.02,0.5
Km0037_1010,0.1,0.02,0.5
Km1198_1010,1.5,0.3,7.5
Vmax_1011,0.0144932,0.00289865,0.0724662
Keq_1011,20,4,100
Km1212_1011,0.1,0.02,0.5
Km1275_1011,0.1,0.02,0.5
Km1447_1011,0.1,0.02,0.5
Km0037_1011,0.1,0.02,0.5
Km1207_1011,0.1,0.02,0.5
Vmax_1012,0.0606081,0.0121216,0.30304
Keq_1012,0.2,0.04,1
Km0190_1012,0.1,0.02,0.5
Km1212_1012,0.1,0.02,0.5
Km0633_1012,0.1,0.02,0.5
Km1207_1012,0.1,0.02,0.5
Km1447_1012,0.1,0.02,0.5
Vmax_1014,0.00156185,0.000312369,0.00780923
Keq_1014,20,4,100
Km0666_1014,0.1,0.02,0.5
Km0595_1014,0.1,0.02,0.5
Km0672_1014,0.1,0.02,0.5
Vmax_1026,0.250165,0.0500329,1.25082
Keq_1026,0.155039,0.0310078,0.775194
Km0394_1026,1.29,0.258,6.45
Km1467_1026,0.1,0.02,0.5
Km0298_1026,0.1,0.02,0.5
Km1322_1026,0.1,0.02,0.5
Vmax_1027,1.10787,0.221574,5.53936
Keq_1027,2,0.4,10
Km1212_1027,0.1,0.02,0.5
Km1469_1027,0.1,0.02,0.5
Km0841_1027,0.1,0.02,0.5
Km1207_1027,0.1,0.02,0.5
Vmax_1038,0.448223,0.0896445,2.24111
Keq_1038,2,0.4,10
Km1212_1038,0.1,0.02,0.5
Km1620_1038,0.1,0.02,0.5
Km1207_1038,0.1,0.02,0.5
Km1616_1038,0.1,0.02,0.5
Vmax_1041,0.378921,0.0757841,1.8946
Keq_1041,0.354,0.0708,1.77
Km1238_1041,0.1,0.02,0.5
Km1045_1041,0.177,0.0354,0.885
Km1322_1041,0.1,0.02,0.5
Vmax_1045,0.00966728,0.00193346,0.0483364
Keq_1045,2,0.4,10
Km0306_1045,0.1,0.02,0.5
Km0654_1045,0.1,0.02,0.5
Km0625_1045,0.1,0.02,0.5
Km0649_1045,0.1,0.02,0.5
Vmax_1049,4.39065,0.87813,21.9533
Keq_1049,1.58,0.316,7.9
Km0581_1049,0.1,0.02,0.5
Km1408_1049,0.1,0.02,0.5
Km0764_1049,0.079,0.0158,0.395
Km1427_1049,0.1,0.02,0.5
Vmax_1050,3.74841,0.749682,18.742
Keq_1050,0.93062,0.186124,4.6531
Km0551_1050,0.1,0.02,0.5
Km0581_1050,0.1,0.02,0.5
Km0557_1050,0.0589,0.01178,0.2945
Km0764_1050,0.079,0.0158,0.395
Vmax_1051,0.122809,0.0245618,0.614044
Keq_1051,0.0385,0.0077,0.1925
Km0409_1051,0.02,0.004,0.1
Km1322_1051,0.1,0.02,0.5
Km1520_1051,0.00385,0.00077,0.01925
Vmax_1052,0.0255877,0.00511754,0.127939
Keq_1052,20,4,100
Km0619_1052,0.1,0.02,0.5
Km0595_1052,0.1,0.02,0.5
Km1524_1052,0.1,0.02,0.5
Vmax_1054,0.113821,0.0227641,0.569103
Keq_1054,7.34177,1.46835,36.7089
Km0764_1054,0.079,0.0158,0.395
Km0629_1054,0.29,0.058,1.45
Vmax_1055,0.429508,0.0859016,2.14754
Keq_1055,0.79,0.158,3.95
Km0086_1055,0.1,0.02,0.5
Km1039_1055,0.2,0.04,1
Km0764_1055,0.079,0.0158,0.395
Km1048_1055,0.1,0.02,0.5
Vmax_1063,0.259859,0.0519718,1.29929
Keq_1063,1.1745,0.234899,5.87248
Km0204_1063,0.1,0.02,0.5
Km0991_1063,0.298,0.0596,1.49
Km0180_1063,0.175,0.035,0.875
Km1051_1063,0.1,0.02,0.5
Vmax_1072,0.150853,0.0301705,0.754264
Keq_1072,1.69594,0.339189,8.47972
Km0434_1072,4.29,0.858,21.45
Km1545_1072,0.1,0.02,0.5
Km0394_1072,1.29,0.258,6.45
Km1538_1072,0.282,0.0564,1.41
Vmax_1084,4.63935,0.92787,23.1967
Keq_1084,1.06603,0.213206,5.33014
Km0567_1084,0.135,0.027,0.675
Km1559_1084,0.649,0.1298,3.245
Km0633_1084,0.1,0.02,0.5
Km1543_1084,0.467,0.0934,2.335
Vmax_1087,0.692059,0.138412,3.4603
Keq_1087,1.1745,0.234899,5.87248
Km0232_1087,0.1,0.02,0.5
Km0991_1087,0.298,0.0596,1.49
Km0180_1087,0.175,0.035,0.875
Km1056_1087,0.1,0.02,0.5
Vmax_1106,0.1586,0.03172,0.793
Km0362_1106,55.8,11.16,279
Vmax_1115,3.66358,0.732716,18.3179
Km0420_1115,1,0.2,5
Km0419_1115,0.1,0.02,0.5
Vmax_1166,11.4019,2.28038,57.0095
Km0565_1166,74,14.8,370
Km0563_1166,1.57,0.314,7.85
Vmax_1172,0.0622,0.01244,0.311
Km0765_1172,0.15,0.03,0.75
Vmax_1244,0.151991,0.0303981,0.759953
Km1324_1244,1,0.2,5
Km1322_1244,0.1,0.02,0.5
Vmax_1266,0.072386,0.0144772,0.36193
Km1468_1266,1,0.2,5
Km1467_1266,0.1,0.02,0.5
Vmax_1664,2.70177,0.540354,13.5089
Keq_1664,2,0.4,10
Km0456_1664,0.1,0.02,0.5
Km0445_1664,0.1,0.02,0.5
Vmax_1697,12.22,2.444,61.1
Km0456_1697,0.1,0.02,0.5
Vmax_1704,0.0032718,0.000654359,0.016359
Keq_1704,6.65116,1.33023,33.2558
Km0394_1704,1.29,0.258,6.45
Km0587_1704,0.1,0.02,0.5
Km0434_1704,4.29,0.858,21.45
Km0589_1704,0.1,0.02,0.5
Vmax_1729,0.00966728,0.00193346,0.0483364
Keq_1729,6.65116,1.33023,33.2558
Km0394_1729,1.29,0.258,6.45
Km0582_1729,0.1,0.02,0.5
Km0434_1729,4.29,0.858,21.45
Km0584_1729,0.1,0.02,0.5
Vmax_1762,9.12,1.824,45.6
Km0680_1762,55.5,11.1,277.5
Vmax_1936,28.0101,5.60202,140.05
Keq_1936,0.0689655,0.0137931,0.344828
Km0629_1936,0.29,0.058,1.45
Km1151_1936,0.1,0.02,0.5
Km1322_1936,0.1,0.02,0.5
Vmax_1979,4.93716,0.987433,24.6858
Km1277_1979,1,0.2,5
Km1275_1979,0.1,0.02,0.5
Vmax_2030,0.00173111,0.000346222,0.00865555
Keq_2030,0.2,0.04,1
Km0313_2030,0.1,0.02,0.5
Km0314_2030,0.1,0.02,0.5
Km1322_2030,0.1,0.02,0.5
Vmax_2079,0.01556,0.003112,0.0778
Km1520_2079,0.00385,0.00077,0.01925
V0_2111,0.192345,0.0384691,0.961727
ic0002_2111,0.1,0.02,0.5
ep0002_2111,1.14,0.228,5.7
ic0423_2111,0.44,0.088,2.2
ep0423_2111,0.051,0.0102,0.255
ic0434_2111,4.29,0.858,21.45
ep0434_2111,59.3,11.86,296.5
ic0526_2111,0.1,0.02,0.5
ep0526_2111,0.05,0.01,0.25
ic0584_2111,0.1,0.02,0.5
ep0584_2111,0.00359,0.000718,0.01795
ic0589_2111,0.1,0.02,0.5
ep0589_2111,0.00243,0.000486,0.01215
ic0615_2111,0.1,0.02,0.5
ep0615_2111,0.00243,0.000486,0.01215
ic0649_2111,0.1,0.02,0.5
ep0649_2111,0.00359,0.000718,0.01795
ic0773_2111,0.1,0.02,0.5
ep0773_2111,0.519,0.1038,2.595
ic0782_2111,0.1,0.02,0.5
ep0782_2111,0.051,0.0102,0.255
ic0955_2111,0.00953,0.001906,0.04765
ep0955_2111,0.357,0.0714,1.785
ic0965_2111,0.1,0.02,0.5
ep0965_2111,0.136,0.0272,0.68
ic0969_2111,0.1,0.02,0.5
ep0969_2111,0.172,0.0344,0.86
ic0973_2111,0.1,0.02,0.5
ep0973_2111,0.172,0.0344,0.86
ic0981_2111,0.1,0.02,0.5
ep0981_2111,0.0429,0.00858,0.2145
ic0991_2111,0.298,0.0596,1.49
ep0991_2111,0.268,0.0536,1.34
ic0999_2111,0.1,0.02,0.5
ep0999_2111,0.268,0.0536,1.34
ic1003_2111,0.195,0.039,0.975
ep1003_2111,0.325,0.065,1.625
ic1006_2111,0.1,0.02,0.5
ep1006_2111,0.075,0.015,0.375
ic1016_2111,0.1,0.02,0.5
ep1016_2111,0.172,0.0344,0.86
ic1021_2111,0.1,0.02,0.5
ep1021_2111,0.25,0.05,1.25
ic1025_2111,0.1,0.02,0.5
ep1025_2111,0.239,0.0478,1.195
ic1029_2111,0.1,0.02,0.5
ep1029_2111,0.05,0.01,0.25
ic1032_2111,0.1,0.02,0.5
ep1032_2111,0.114,0.0228,0.57
ic1035_2111,0.1,0.02,0.5
ep1035_2111,0.129,0.0258,0.645
ic1039_2111,0.2,0.04,1
ep1039_2111,0.254,0.0508,1.27
ic1045_2111,0.177,0.0354,0.885
ep1045_2111,0.197,0.0394,0.985
ic1048_2111,0.1,0.02,0.5
ep1048_2111,0.028,0.0056,0.14
ic1051_2111,0.1,0.02,0.5
ep1051_2111,0.0965,0.0193,0.4825
ic1056_2111,0.1,0.02,0.5
ep1056_2111,0.257,0.0514,1.285
ic1107_2111,0.1,0.02,0.5
ep1107_2111,0.821,0.1642,4.105
ic1405_2111,0.1,0.02,0.5
ep1405_2111,0.0009,0.00018,0.0045
ic1467_2111,0.1,0.02,0.5
ep1467_2111,0.02,0.004,0.1
ic1520_2111,0.00385,0.00077,0.01925
ep1520_2111,0.0234,0.00468,0.117
ic1545_2111,0.1,0.02,0.5
ep1545_2111,0.067,0.0134,0.335
ic0089_2111,0.1,0.02,0.5
ep0089_2111,0.00153,0.000306,0.00765
ic0122_2111,0.1,0.02,0.5
ep0122_2111,5.6e-05,1.12e-05,0.00028
ic0918_2111,0.1,0.02,0.5
ep0918_2111,0.000538625,0.000107725,0.00269313
ic0657_2111,0.1,0.02,0.5
ep0657_2111,9.6e-05,1.92e-05,0.00048
ic0662_2111,0.1,0.02,0.5
ep0662_2111,0.000125,2.5e-05,0.000625
ic0666_2111,0.1,0.02,0.5
ep0666_2111,0.0056,0.00112,0.028
ic0672_2111,0.1,0.02,0.5
ep0672_2111,0.000812,0.0001624,0.00406
ic0595_2111,0.1,0.02,0.5
ep0595_2111,0.0005356,0.00010712,0.002678
ic0700_2111,0.1,0.02,0.5
ep0700_2111,0.000114,2.28e-05,0.00057
ic1059_2111,0.1,0.02,0.5
ep1059_2111,3.2e-05,6.4e-06,0.00016
ic1337_2111,0.1,0.02,0.5
ep1337_2111,0.000373,7.46e-05,0.001865
ic1346_2111,0.1,0.02,0.5
ep1346_2111,0.00288,0.000576,0.0144
ic1351_2111,0.1,0.02,0.5
ep1351_2111,0.000697,0.0001394,0.003485
ic1524_2111,0.1,0.02,0.5
ep1524_2111,0.000781,0.0001562,0.003905
ic1569_2111,0.1,0.02,0.5
ep1569_2111,1.5e-05,3e-06,7.5e-05
